Date,Close USD
17-Dec-18,"3,545.86"
16-Dec-18,"3,252.84"
15-Dec-18,"3,236.76"
14-Dec-18,"3,242.48"
13-Dec-18,"3,313.68"
12-Dec-18,"3,486.95"
11-Dec-18,"3,424.59"
10-Dec-18,"3,502.66"
09-Dec-18,"3,614.23"
08-Dec-18,"3,476.11"
07-Dec-18,"3,419.94"
06-Dec-18,"3,521.10"
05-Dec-18,"3,753.99"
04-Dec-18,"3,956.89"
03-Dec-18,"3,894.13"
02-Dec-18,"4,139.88"
01-Dec-18,"4,214.67"
30-Nov-18,"4,017.27"
29-Nov-18,"4,278.85"
28-Nov-18,"4,257.42"
27-Nov-18,"3,820.72"
26-Nov-18,"3,779.13"
25-Nov-18,"4,009.97"
24-Nov-18,"3,880.76"
23-Nov-18,"4,347.11"
22-Nov-18,"4,365.94"
21-Nov-18,"4,602.17"
20-Nov-18,"4,451.87"
19-Nov-18,"4,871.49"
18-Nov-18,"5,623.54"
17-Nov-18,"5,554.33"
16-Nov-18,"5,575.55"
15-Nov-18,"5,648.03"
14-Nov-18,"5,738.35"
13-Nov-18,"6,359.49"
12-Nov-18,"6,371.27"
11-Nov-18,"6,411.27"
10-Nov-18,"6,409.22"
09-Nov-18,"6,385.62"
08-Nov-18,"6,453.72"
07-Nov-18,"6,530.14"
06-Nov-18,"6,461.01"
05-Nov-18,"6,419.66"
04-Nov-18,"6,376.13"
03-Nov-18,"6,361.26"
02-Nov-18,"6,388.44"
01-Nov-18,"6,377.78"
31-Oct-18,"6,317.61"
30-Oct-18,"6,334.27"
29-Oct-18,"6,332.63"
28-Oct-18,"6,486.39"
27-Oct-18,"6,480.38"
26-Oct-18,"6,474.75"
25-Oct-18,"6,476.29"
24-Oct-18,"6,495.84"
23-Oct-18,"6,475.74"
22-Oct-18,"6,487.16"
21-Oct-18,"6,482.35"
20-Oct-18,"6,489.19"
19-Oct-18,"6,465.41"
18-Oct-18,"6,476.71"
17-Oct-18,"6,544.43"
16-Oct-18,"6,596.11"
15-Oct-18,"6,596.54"
14-Oct-18,"6,290.93"
13-Oct-18,"6,285.99"
12-Oct-18,"6,274.58"
11-Oct-18,"6,256.24"
10-Oct-18,"6,585.53"
09-Oct-18,"6,642.64"
08-Oct-18,"6,652.23"
07-Oct-18,"6,602.95"
06-Oct-18,"6,588.31"
05-Oct-18,"6,622.48"
04-Oct-18,"6,576.69"
03-Oct-18,"6,502.59"
02-Oct-18,"6,556.10"
01-Oct-18,"6,589.62"
30-Sep-18,"6,625.56"
29-Sep-18,"6,601.96"
28-Sep-18,"6,644.13"
27-Sep-18,"6,676.75"
26-Sep-18,"6,495.00"
25-Sep-18,"6,446.47"
24-Sep-18,"6,595.41"
23-Sep-18,"6,710.63"
22-Sep-18,"6,721.98"
21-Sep-18,"6,734.95"
20-Sep-18,"6,519.67"
19-Sep-18,"6,398.54"
18-Sep-18,"6,371.30"
17-Sep-18,"6,281.20"
16-Sep-18,"6,517.18"
15-Sep-18,"6,543.20"
14-Sep-18,"6,512.71"
13-Sep-18,"6,517.31"
12-Sep-18,"6,351.80"
11-Sep-18,"6,321.20"
10-Sep-18,"6,329.70"
09-Sep-18,"6,300.86"
08-Sep-18,"6,225.98"
07-Sep-18,"6,467.07"
06-Sep-18,"6,529.17"
05-Sep-18,"6,792.83"
04-Sep-18,"7,361.66"
03-Sep-18,"7,260.06"
02-Sep-18,"7,272.72"
01-Sep-18,"7,193.25"
31-Aug-18,"7,037.58"
30-Aug-18,"6,978.23"
29-Aug-18,"7,047.16"
28-Aug-18,"7,096.28"
27-Aug-18,"6,884.64"
26-Aug-18,"6,707.26"
25-Aug-18,"6,763.19"
24-Aug-18,"6,719.96"
23-Aug-18,"6,534.88"
22-Aug-18,"6,376.71"
21-Aug-18,"6,488.76"
20-Aug-18,"6,308.53"
19-Aug-18,"6,506.07"
18-Aug-18,"6,423.76"
17-Aug-18,"6,580.63"
16-Aug-18,"6,334.73"
15-Aug-18,"6,308.52"
14-Aug-18,"6,199.71"
13-Aug-18,"6,297.57"
12-Aug-18,"6,322.69"
11-Aug-18,"6,295.73"
10-Aug-18,"6,184.71"
09-Aug-18,"6,568.23"
08-Aug-18,"6,305.80"
07-Aug-18,"6,753.12"
06-Aug-18,"6,951.80"
05-Aug-18,"7,068.48"
04-Aug-18,"7,032.85"
03-Aug-18,"7,434.39"
02-Aug-18,"7,567.15"
01-Aug-18,"7,624.91"
31-Jul-18,"7,780.44"
30-Jul-18,"8,180.48"
29-Jul-18,"8,218.46"
28-Jul-18,"8,192.15"
27-Jul-18,"8,165.01"
26-Jul-18,"7,951.58"
25-Jul-18,"8,181.39"
24-Jul-18,"8,424.27"
23-Jul-18,"7,711.11"
22-Jul-18,"7,418.49"
21-Jul-18,"7,419.29"
20-Jul-18,"7,354.13"
19-Jul-18,"7,466.86"
18-Jul-18,"7,370.78"
17-Jul-18,"7,321.04"
16-Jul-18,"6,741.75"
15-Jul-18,"6,359.64"
14-Jul-18,"6,276.12"
13-Jul-18,"6,238.05"
12-Jul-18,"6,228.81"
11-Jul-18,"6,394.71"
10-Jul-18,"6,329.95"
09-Jul-18,"6,741.75"
08-Jul-18,"6,773.88"
07-Jul-18,"6,856.93"
06-Jul-18,"6,673.50"
05-Jul-18,"6,639.14"
04-Jul-18,"6,597.55"
03-Jul-18,"6,529.59"
02-Jul-18,"6,614.18"
01-Jul-18,"6,385.82"
30-Jun-18,"6,404.00"
29-Jun-18,"6,218.30"
28-Jun-18,"5,903.44"
27-Jun-18,"6,157.13"
26-Jun-18,"6,093.67"
25-Jun-18,"6,249.18"
24-Jun-18,"6,173.23"
23-Jun-18,"6,162.48"
22-Jun-18,"6,083.69"
21-Jun-18,"6,729.74"
20-Jun-18,"6,776.55"
19-Jun-18,"6,769.94"
18-Jun-18,"6,734.82"
17-Jun-18,"6,499.27"
16-Jun-18,"6,550.16"
15-Jun-18,"6,456.58"
14-Jun-18,"6,675.35"
13-Jun-18,"6,349.90"
12-Jun-18,"6,582.36"
11-Jun-18,"6,906.92"
10-Jun-18,"6,786.02"
09-Jun-18,"7,531.98"
08-Jun-18,"7,624.92"
07-Jun-18,"7,678.24"
06-Jun-18,"7,653.98"
05-Jun-18,"7,633.76"
04-Jun-18,"7,514.47"
03-Jun-18,"7,720.25"
02-Jun-18,"7,643.45"
01-Jun-18,"7,541.45"
31-May-18,"7,494.17"
30-May-18,"7,406.52"
29-May-18,"7,472.59"
28-May-18,"7,135.99"
27-May-18,"7,368.22"
26-May-18,"7,355.88"
25-May-18,"7,480.14"
24-May-18,"7,587.34"
23-May-18,"7,557.82"
22-May-18,"8,041.78"
21-May-18,"8,418.99"
20-May-18,"8,513.25"
19-May-18,"8,247.18"
18-May-18,"8,250.97"
17-May-18,"8,094.32"
16-May-18,"8,368.83"
15-May-18,"8,510.38"
14-May-18,"8,716.79"
13-May-18,"8,723.94"
12-May-18,"8,504.89"
11-May-18,"8,441.49"
10-May-18,"9,043.94"
09-May-18,"9,325.18"
08-May-18,"9,234.82"
07-May-18,"9,373.01"
06-May-18,"9,654.80"
05-May-18,"9,858.15"
04-May-18,"9,700.76"
03-May-18,"9,743.86"
02-May-18,"9,235.92"
01-May-18,"9,119.01"
30-Apr-18,"9,240.55"
29-Apr-18,"9,419.08"
28-Apr-18,"9,348.48"
27-Apr-18,"8,987.05"
26-Apr-18,"9,281.51"
25-Apr-18,"8,845.74"
24-Apr-18,"9,697.50"
23-Apr-18,"8,930.88"
22-Apr-18,"8,802.46"
21-Apr-18,"8,895.58"
20-Apr-18,"8,845.83"
19-Apr-18,"8,294.31"
18-Apr-18,"8,163.42"
17-Apr-18,"7,902.09"
16-Apr-18,"8,058.67"
15-Apr-18,"8,329.11"
14-Apr-18,"7,986.24"
13-Apr-18,"7,895.96"
12-Apr-18,"7,889.25"
11-Apr-18,"6,968.32"
10-Apr-18,"6,834.76"
09-Apr-18,"6,770.73"
08-Apr-18,"7,023.52"
07-Apr-18,"6,911.09"
06-Apr-18,"6,636.32"
05-Apr-18,"6,811.47"
04-Apr-18,"6,853.84"
03-Apr-18,"7,456.11"
02-Apr-18,"7,083.80"
01-Apr-18,"6,844.23"
31-Mar-18,"6,973.53"
30-Mar-18,"6,890.52"
29-Mar-18,"7,165.70"
28-Mar-18,"7,954.48"
27-Mar-18,"7,833.04"
26-Mar-18,"8,209.40"
25-Mar-18,"8,495.78"
24-Mar-18,"8,668.12"
23-Mar-18,"8,879.62"
22-Mar-18,"8,728.47"
21-Mar-18,"8,929.28"
20-Mar-18,"8,913.47"
19-Mar-18,"8,630.65"
18-Mar-18,"8,223.68"
17-Mar-18,"7,916.88"
16-Mar-18,"8,338.35"
15-Mar-18,"8,300.86"
14-Mar-18,"8,269.81"
13-Mar-18,"9,194.85"
12-Mar-18,"9,205.12"
11-Mar-18,"9,578.63"
10-Mar-18,"8,866.00"
09-Mar-18,"9,337.55"
08-Mar-18,"9,395.01"
07-Mar-18,"9,965.57"
06-Mar-18,"10,779.90"
05-Mar-18,"11,573.30"
04-Mar-18,"11,512.60"
03-Mar-18,"11,489.70"
02-Mar-18,"11,086.40"
01-Mar-18,"10,951.00"
28-Feb-18,"10,397.90"
27-Feb-18,"10,725.60"
26-Feb-18,"10,366.70"
25-Feb-18,"9,664.73"
24-Feb-18,"9,813.07"
23-Feb-18,"10,301.10"
22-Feb-18,"10,005.00"
21-Feb-18,"10,690.40"
20-Feb-18,"11,403.70"
19-Feb-18,"11,225.30"
18-Feb-18,"10,551.80"
17-Feb-18,"11,112.70"
16-Feb-18,"10,233.90"
15-Feb-18,"10,166.40"
14-Feb-18,"9,494.63"
13-Feb-18,"8,598.31"
12-Feb-18,"8,926.57"
11-Feb-18,"8,129.97"
10-Feb-18,"8,621.90"
09-Feb-18,"8,736.98"
08-Feb-18,"8,265.59"
07-Feb-18,"7,621.30"
06-Feb-18,"7,754.00"
05-Feb-18,"6,955.27"
04-Feb-18,"8,277.01"
03-Feb-18,"9,174.91"
02-Feb-18,"8,830.75"
01-Feb-18,"9,170.54"
31-Jan-18,"10,221.10"
30-Jan-18,"10,106.30"
29-Jan-18,"11,296.40"
28-Jan-18,"11,786.30"
27-Jan-18,"11,440.70"
26-Jan-18,"11,171.40"
25-Jan-18,"11,259.40"
24-Jan-18,"11,359.40"
23-Jan-18,"10,868.40"
22-Jan-18,"10,931.40"
21-Jan-18,"11,600.10"
20-Jan-18,"12,899.20"
19-Jan-18,"11,607.40"
18-Jan-18,"11,474.90"
17-Jan-18,"11,188.60"
16-Jan-18,"11,490.50"
15-Jan-18,"13,819.80"
14-Jan-18,"13,772.00"
13-Jan-18,"14,360.20"
12-Jan-18,"13,980.60"
11-Jan-18,"13,405.80"
10-Jan-18,"14,973.30"
09-Jan-18,"14,595.40"
08-Jan-18,"15,170.10"
07-Jan-18,"16,477.60"
06-Jan-18,"17,527.00"
05-Jan-18,"17,429.50"
04-Jan-18,"15,599.20"
03-Jan-18,"15,201.00"
02-Jan-18,"14,982.10"
01-Jan-18,"13,657.20"
31-Dec-17,"14,156.40"
30-Dec-17,"12,952.20"
29-Dec-17,"14,656.20"
28-Dec-17,"14,606.50"
27-Dec-17,"15,838.50"
26-Dec-17,"16,099.80"
25-Dec-17,"14,026.60"
24-Dec-17,"13,925.80"
23-Dec-17,"14,699.20"
22-Dec-17,"13,831.80"
21-Dec-17,"15,802.90"
20-Dec-17,"16,624.60"
19-Dec-17,"17,776.70"
18-Dec-17,"19,114.20"
17-Dec-17,"19,140.80"
16-Dec-17,"19,497.40"
15-Dec-17,"17,706.90"
14-Dec-17,"16,564.00"
13-Dec-17,"16,408.20"
12-Dec-17,"17,415.40"
11-Dec-17,"16,936.80"
10-Dec-17,"15,455.40"
09-Dec-17,"15,178.20"
08-Dec-17,"16,569.40"
07-Dec-17,"17,899.70"
06-Dec-17,"14,291.50"
05-Dec-17,"11,916.70"
04-Dec-17,"11,657.20"
03-Dec-17,"11,323.20"
02-Dec-17,"11,074.60"
01-Dec-17,"10,975.60"
30-Nov-17,"10,233.60"
29-Nov-17,"9,888.61"
28-Nov-17,"10,058.80"
27-Nov-17,"9,818.35"
26-Nov-17,"9,330.55"
25-Nov-17,"8,790.92"
24-Nov-17,"8,253.69"
23-Nov-17,"8,038.77"
22-Nov-17,"8,253.55"
21-Nov-17,"8,071.26"
20-Nov-17,"8,200.64"
19-Nov-17,"8,036.49"
18-Nov-17,"7,790.15"
17-Nov-17,"7,708.99"
16-Nov-17,"7,871.69"
15-Nov-17,"7,315.54"
14-Nov-17,"6,635.75"
13-Nov-17,"6,559.49"
12-Nov-17,"5,950.07"
11-Nov-17,"6,357.60"
10-Nov-17,"6,618.14"
09-Nov-17,"7,143.58"
08-Nov-17,"7,459.69"
07-Nov-17,"7,144.38"
06-Nov-17,"7,022.76"
05-Nov-17,"7,407.41"
04-Nov-17,"7,379.95"
03-Nov-17,"7,207.76"
02-Nov-17,"7,078.50"
01-Nov-17,"6,767.31"
31-Oct-17,"6,468.40"
30-Oct-17,"6,130.53"
29-Oct-17,"6,153.85"
28-Oct-17,"5,753.09"
27-Oct-17,"5,780.90"
26-Oct-17,"5,904.83"
25-Oct-17,"5,750.80"
24-Oct-17,"5,526.64"
23-Oct-17,"5,930.32"
22-Oct-17,"6,008.42"
21-Oct-17,"6,031.60"
20-Oct-17,"6,011.45"
19-Oct-17,"5,708.52"
18-Oct-17,"5,590.69"
17-Oct-17,"5,605.51"
16-Oct-17,"5,725.59"
15-Oct-17,"5,678.19"
14-Oct-17,"5,831.79"
13-Oct-17,"5,647.21"
12-Oct-17,"5,446.91"
11-Oct-17,"4,826.48"
10-Oct-17,"4,781.99"
09-Oct-17,"4,772.02"
08-Oct-17,"4,610.48"
07-Oct-17,"4,426.89"
06-Oct-17,"4,370.81"
05-Oct-17,"4,328.41"
04-Oct-17,"4,229.36"
03-Oct-17,"4,317.48"
02-Oct-17,"4,409.32"
01-Oct-17,"4,403.74"
30-Sep-17,"4,338.71"
29-Sep-17,"4,163.07"
28-Sep-17,"4,174.73"
27-Sep-17,"4,200.67"
26-Sep-17,"3,892.35"
25-Sep-17,"3,926.07"
24-Sep-17,"3,682.84"
23-Sep-17,"3,792.40"
22-Sep-17,"3,630.70"
21-Sep-17,"3,631.04"
20-Sep-17,"3,905.95"
19-Sep-17,"3,924.97"
18-Sep-17,"4,065.20"
17-Sep-17,"3,582.88"
16-Sep-17,"3,625.04"
15-Sep-17,"3,637.52"
14-Sep-17,"3,154.95"
13-Sep-17,"3,882.59"
12-Sep-17,"4,130.81"
11-Sep-17,"4,161.27"
10-Sep-17,"4,122.94"
09-Sep-17,"4,226.06"
08-Sep-17,"4,228.75"
07-Sep-17,"4,599.88"
06-Sep-17,"4,597.12"
05-Sep-17,"4,376.53"
04-Sep-17,"4,236.31"
03-Sep-17,"4,582.96"
02-Sep-17,"4,578.77"
01-Sep-17,"4,892.01"
31-Aug-17,"4,703.39"
30-Aug-17,"4,565.30"
29-Aug-17,"4,579.02"
28-Aug-17,"4,382.66"
27-Aug-17,"4,382.88"
26-Aug-17,"4,352.40"
25-Aug-17,"4,371.60"
24-Aug-17,"4,334.68"
23-Aug-17,"4,151.52"
22-Aug-17,"4,100.52"
21-Aug-17,"4,001.74"
20-Aug-17,"4,087.66"
19-Aug-17,"4,193.70"
18-Aug-17,"4,160.62"
17-Aug-17,"4,331.69"
16-Aug-17,"4,376.63"
15-Aug-17,"4,181.93"
14-Aug-17,"4,325.13"
13-Aug-17,"4,073.26"
12-Aug-17,"3,884.71"
11-Aug-17,"3,650.62"
10-Aug-17,"3,381.28"
09-Aug-17,"3,342.47"
08-Aug-17,"3,419.94"
07-Aug-17,"3,378.94"
06-Aug-17,"3,213.94"
05-Aug-17,"3,252.91"
04-Aug-17,"2,895.89"
03-Aug-17,"2,804.73"
02-Aug-17,"2,710.67"
01-Aug-17,"2,718.26"
31-Jul-17,"2,875.34"
30-Jul-17,"2,757.18"
29-Jul-17,"2,726.45"
28-Jul-17,"2,809.01"
27-Jul-17,"2,671.78"
26-Jul-17,"2,529.45"
25-Jul-17,"2,576.48"
24-Jul-17,"2,754.86"
23-Jul-17,"2,730.40"
22-Jul-17,"2,810.12"
21-Jul-17,"2,667.76"
20-Jul-17,"2,817.60"
19-Jul-17,"2,273.43"
18-Jul-17,"2,318.88"
17-Jul-17,"2,228.41"
16-Jul-17,"1,929.82"
15-Jul-17,"1,998.86"
14-Jul-17,"2,233.34"
13-Jul-17,"2,357.90"
12-Jul-17,"2,398.84"
11-Jul-17,"2,337.79"
10-Jul-17,"2,372.56"
09-Jul-17,"2,518.44"
08-Jul-17,"2,571.34"
07-Jul-17,"2,518.66"
06-Jul-17,"2,608.56"
05-Jul-17,"2,601.99"
04-Jul-17,"2,601.64"
03-Jul-17,"2,564.06"
02-Jul-17,"2,506.47"
01-Jul-17,"2,434.55"
30-Jun-17,"2,480.84"
29-Jun-17,"2,539.32"
28-Jun-17,"2,574.79"
27-Jun-17,"2,552.45"
26-Jun-17,"2,478.45"
25-Jun-17,"2,589.41"
24-Jun-17,"2,608.72"
23-Jun-17,"2,744.91"
22-Jun-17,"2,705.41"
21-Jun-17,"2,689.10"
20-Jun-17,"2,721.79"
19-Jun-17,"2,589.60"
18-Jun-17,"2,548.29"
17-Jun-17,"2,655.88"
16-Jun-17,"2,518.56"
15-Jun-17,"2,464.58"
14-Jun-17,"2,506.37"
13-Jun-17,"2,717.02"
12-Jun-17,"2,659.63"
11-Jun-17,"2,958.11"
10-Jun-17,"2,947.71"
09-Jun-17,"2,823.81"
08-Jun-17,"2,805.62"
07-Jun-17,"2,732.16"
06-Jun-17,"2,863.20"
05-Jun-17,"2,686.81"
04-Jun-17,"2,511.81"
03-Jun-17,"2,515.35"
02-Jun-17,"2,488.55"
01-Jun-17,"2,407.88"
31-May-17,"2,286.41"
30-May-17,"2,175.47"
29-May-17,"2,255.61"
28-May-17,"2,155.80"
27-May-17,"2,038.87"
26-May-17,"2,202.42"
25-May-17,"2,304.98"
24-May-17,"2,443.64"
23-May-17,"2,320.42"
22-May-17,"2,173.40"
21-May-17,"2,041.20"
20-May-17,"2,084.73"
19-May-17,"1,987.71"
